name,r_p,gain,cover_call,quarter,down,dist,line,line_type,play_note,action,opponent
"HARVARD vs BROWN DEF, Play 003",P,0,HILL,1,1,10,TWINS,2X2 NUB,NAKED,OZ BLUFF,Brown University
"HARVARD vs BROWN DEF, Play 004",P,8,VENOM,1,2,10,DOUBLES,3X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 005",R,15,HILL,1,3,2,TREO,3X1 NUB,GAP,SHOP T,Brown University
"HARVARD vs BROWN DEF, Play 006",R,1,FRIAR,1,1,10,DOUBLES,SPREAD,ZONE,READ LB,Brown University
"HARVARD vs BROWN DEF, Play 007",R,0,SPACE,1,2,9,DEUCE,2X2,ZONE,GRAB FLOP READ FS,Brown University
"HARVARD vs BROWN DEF, Play 008",P,12,SALUTE,1,3,9,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 009",R,2,FRIAR,1,1,10,DEUCE,2X2,ZONE,READ,Brown University
"HARVARD vs BROWN DEF, Play 010",R,0,VENOM,1,2,8,TRIPS,3X1,ZONE,BLIND,Brown University
"HARVARD vs BROWN DEF, Play 011",P,0,FRIAR,1,3,8,TWINS,2X2 NUB,NAKED,OZ GRAB,Brown University
"HARVARD vs BROWN DEF, Play 012",R,3,HILL,1,1,10,DEUCE,2X2,ZONE,WHAM,Brown University
"HARVARD vs BROWN DEF, Play 013",R,2,SPACE,1,2,7,TRIPS,3X1,ZONE,READ LB,Brown University
"HARVARD vs BROWN DEF, Play 014",P,0,FRIAR,1,3,5,TRIPS,3X1,QP,NA,Brown University
"HARVARD vs BROWN DEF, Play 015",P,0,SPACE,1,1,10,TRIPS,3X1,PAP,COUNTER,Brown University
"HARVARD vs BROWN DEF, Play 016",P,18,VENOM,1,2,10,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 017",P,0,HILL,1,1,10,TWINS,2X2 NUB,PAP,OZ READ LB,Brown University
"HARVARD vs BROWN DEF, Play 018",P,-5,SPACE,1,2,10,DOUBLES,2X2,PAP,ZONE READ LB,Brown University
"HARVARD vs BROWN DEF, Play 019",P,0,SPROUT,1,3,15,TREY,3X1,DB,TOKEN,Brown University
"HARVARD vs BROWN DEF, Play 020",R,5,HILL,2,1,10,TRIPS,3X1,OZ,GRAB,Brown University
"HARVARD vs BROWN DEF, Play 021",R,3,SPACE,2,2,5,DICE,2X2,ZONE,READ,Brown University
"HARVARD vs BROWN DEF, Play 022",R,3,FRIAR,2,3,2,TREY,3X1,ZONE,READ,Brown University
"HARVARD vs BROWN DEF, Play 023",R,-2,HILL,2,1,10,DOUBLES,SPREAD,ZONE,READ,Brown University
"HARVARD vs BROWN DEF, Play 024",R,8,SPACE,2,1,19,TREY,3X1,DRAW,READ LB,Brown University
"HARVARD vs BROWN DEF, Play 025",P,2,FRIAR,2,2,11,DEUCE,2X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 026",P,0,BLADE,2,3,9,DOUBLES,3X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 027",R,2,FRIAR,2,1,10,TREO,4X1 NUB,GAP,SHOP Y,Brown University
"HARVARD vs BROWN DEF, Play 028",R,2,HILL,2,2,8,TRIPS,3X1,ZONE,GRAB READ FS,Brown University
"HARVARD vs BROWN DEF, Play 029",P,0,SPACE,2,3,6,TREY,3X1,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 030",P,53,HILL,2,1,10,TRIPS,3X1,GADGET,ZONE GRIND FLOP ORBIT,Brown University
"HARVARD vs BROWN DEF, Play 031",P,18,SPACE,2,1,10,SLEDGE,2X2 NUB,PAP,STRETCH,Brown University
"HARVARD vs BROWN DEF, Play 032",R,2,CHARGER,2,1,4,TRIPS,3X1,ZONE,BLIND,Brown University
"HARVARD vs BROWN DEF, Play 033",R,-1,CHARGER,2,2,2,DEUCE,2X2,ZONE,READ,Brown University
"HARVARD vs BROWN DEF, Play 034",R,0,CHARGER,2,3,3,TWINS,3X1 NUB,GAP,SHOP H,Brown University
"HARVARD vs BROWN DEF, Play 035",R,0,CHARGER,2,4,3,TREO,4X1 NUB,GAP,SHOP Y,Brown University
"HARVARD vs BROWN DEF, Play 036",P,9,SPACE,3,1,10,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 037",R,1,HILL,3,2,1,TRIPS,3X1,ZONE,GRIND,Brown University
"HARVARD vs BROWN DEF, Play 038",P,8,FRIAR,3,1,10,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 039",P,0,VENOM,3,1,20,TREO,3X1 NUB,PAP,OZ READ LB,Brown University
"HARVARD vs BROWN DEF, Play 040",P,14,HILL,3,2,20,TREY,3X1,DB,TOKEN,Brown University
"HARVARD vs BROWN DEF, Play 041",P,0,SALUTE,3,3,6,DOUBLES,2X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 042",R,0,CHARGER,3,1,3,TREO,4X1 NUB,GAP,SHOP Y,Brown University
"HARVARD vs BROWN DEF, Play 043",P,-1,CHARGER,3,2,3,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 044",R,4,CHARGER,3,3,4,TRIPS,3X1,ZONE,BLIND,Brown University
"HARVARD vs BROWN DEF, Play 045",P,-9,SPACE,3,1,10,DOS,2X2,GADGET,SPEED,Brown University
"HARVARD vs BROWN DEF, Play 046",P,10,SPACE,3,2,19,DEUCE,2X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 047",R,0,COKE,3,3,9,TWINS,2X2 NUB,ZONE,GRIND READ FS,Brown University
"HARVARD vs BROWN DEF, Play 048",R,55,HILL,4,1,10,TRIPS,3X1,ZONE,GRAB READ FS,Brown University
"HARVARD vs BROWN DEF, Play 049",R,4,FRIAR,4,1,10,DEUCE,2X2,OZ,READ,Brown University
"HARVARD vs BROWN DEF, Play 050",P,0,FRIAR,4,2,6,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 051",P,29,SALUTE,4,3,6,TWINS,2X2 NUB,PAP,STRETCH,Brown University
"HARVARD vs BROWN DEF, Play 052",R,5,SPACE,4,1,10,TRIPS,3X1,ZONE,GRAB READ FS,Brown University
"HARVARD vs BROWN DEF, Play 053",P,0,FRIAR,4,2,5,DEUCE,2X2,NAKED,OZ GRIND,Brown University
"HARVARD vs BROWN DEF, Play 054",R,-2,BLADE,4,3,5,TREY,3X1,DRAW,READ LB,Brown University
"HARVARD vs BROWN DEF, Play 055",P,0,COKE,4,4,7,DOUBLES,2X2,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 056",P,0,BUC,4,4,12,TREY,3X1,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 057",P,0,12,4,1,10,TREO,3X1 NUB,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 058",R,3,SPROUT,4,2,10,DEUCE,2X2,ZONE,GRIND READ FS,Brown University
"HARVARD vs BROWN DEF, Play 059",R,2,SPROUT,4,3,7,TRIPS,3X1,ZONE,GRAB READ FS,Brown University
"HARVARD vs BROWN DEF, Play 060",P,10,12,4,4,5,TREO,3X1 NUB,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 061",P,0,SPROUT,4,1,10,TREY,3X1,DB,NA,Brown University
"HARVARD vs BROWN DEF, Play 062",P,4,12,4,2,10,DOUBLES,2X2,SCREEN,DB,Brown University
"HARVARD vs BROWN DEF, Play 063",R,7,12,4,3,6,DEUCE,2X2,ZONE,GRIND READ FS,Brown University
